Variable,sharing,sensitivity,privacy_prot_initially,how_easy_to_protect,desired_lvl_control,knowledge_check,knowledge_awareness,knowledge_understanding,perceived_lvl_control,pets_usufulness,pets_use,privacy_prot_end,privacy_prot_delta,control_mismatch,demonstrated high level of knowledge in some aspects,demonstrated lack of knowledge in some aspects,appreciates that before experience did not realise all the potential risks when sharing their image online,after being exposed to how companies can extract data from their images the participant felt surprised,after being exposed to how companies can extract data from their images the participant felt confused / lost,after being exposed to how companies can extract data from their images the participant felt unimpressed (extracted info was generic),after being exposed to how companies can extract data from their images the participant felt uncomfortable / scared,after being exposed to how companies can extract data from their images the participant felt angry / violated / offended,after being exposed to how companies can extract data from their images the participant did not feel surprised (was aware of this happening),has expressed that physical security is an element of private information for them,has expressed financial status is an element of private information for them,has expressed a concern of protecting the loved ones/friends,has expressed a sexual orientation is an element of private information for them,has expressed a concern of protecting a younger generation,has expressed that a political view is an element of private information for them,has expressed health status is an element of private information for them,has expressed that identity is an element of private information for them,thinks that posts too much of personal/private info,claims that does not post personal/private info,shares personal information in private messages or private account,does not post often,believes that all images are private,"believes that some images are more private than others (e.g., they would like to protect only some images, or that only some images reveal personal information)","believes that one image can tell a lot (e.g., from one image a lot of information can be inferred)",believes that some photos reveal info that is already shared regardless for other purposes,likes relevant ads / relevant ads are useful,does not like relevant ads,"feels that irrelevant ads are useful (e.g., less distraction)",feels that relevant ads are easy-to-spot (they believe they can easily recognise when something is advertised to them),feels that relevant ads create an isolation bubble or feel invasive,feels that ads are annoying,"believes that monetisation could be ok as long certain conditions are met (e.g., anonymisation, giving consent)",found the number of companies/bids surprising when were exposed to how companies can extract data from their images,"does not like that profile data is sold (e.g., makes them feel like a ""commodity"")","believes that inference could be ok as long certain conditions are met (e.g., anonymisation, giving consent)",have mentioned that it is ok for a company to extract/use the data from the images they post online,"have found the inference on images is very shallow (e.g., stereotypical, offensive) when were exposed to how companies can extract data from their images",have mentioned that they do not care about inference on what they do share,have mentioned that they don't like inference on their images,believe that it is too late for them to worry when sharing the images online or do not care about what I reveal,have accepted inference performed by the companies on the images that they share online because this is how the world works,initially believe that not sharing is a safe option when it comes to protecting the personal/private information they share online,"initially believe that image editing could help (e.g., blurring, cropping) when it comes to protecting the personal/private information they share online","initially believe that profile/post settings manipulations could help (e.g., manually changing the hashtags to the image, setting account to private, using incorrect location when sharing photo or sharing with delay), when it comes to protecting the personal/private information they share online","after being exposed to how companies can extract data from their images, have expressed that not sharing is a safe option, when it comes to protecting the personal/private information they share online","after being exposed to how companies can extract data from their images, have expressed that image editing could help (e.g., blurring, cropping), when it comes to protecting the personal/private information they share online","after being exposed to how companies can extract data from their images, have expressed that iprofile/post settings manipulations could help (e.g., manually changing the hashtags to the image, setting account to private, not include the name when sharing the image), when it comes to protecting the personal/private information they share online","after being exposed to how companies can extract data from their images, were not sure how to protect the personal/private information they share online",believe that proposed privacy enhancement filter messes up monetisation based on personal data,believe that proposed privacy enhancement filter messes up gathering of personal data and remove objectification,have expressed that a proposed privacy enhancement filter makes the image look better or closer to their taste from their perspective,have expressed that a proposed privacy enhancement filter makes the image look not as good from their perspective,"have expressed that proposed privacy enhancement filter provides general protection and makes them feel better (""adding just to be sure"", ""they allow to protect me"")","believe that the effect of proposed privacy enhancement filter is very little or none (e.g., ""Filters would not change my day to day life"")",expressed that they would be making a choice between aesthetics of the image and protection when if they were to use a proposed privacy enhancement technology filter,are amazed by the proposed privacy enhancement filter,"does not trust the the proposed privacy enhancement filter (agree to use it only when they understand how the privacy enhancement technology works, or believe that the proposed technology is ""too good to be true"")",believes that privacy is about who has access to image/data inferred from the image,"believes that privacy is about what or how much image / data extracted from an image reveals (identities, lifestyle, etc.)",believes that privacy is about a conscious decision of what to share/hide,"believes that privacy is about what you might “unintentionally” share (e.g., hidden inference from data)",believes that privacy is about controlling who owns your data,believes that privacy is about to whom image/data is sold to,"believes that privacy is about controlling what the image is used for (e.g., for example, not allowing to be a part of the algorithm)","believes that privacy online is deceptive (e.g., information is less private than you think)",believes that privacy online does not exist,believes that privacy is something we do not have full control of
P_12,1,4,4,1,2,2,0,0,0,0,4,2,3.333333333,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
P_13,2,2,4,2,0,2,0,2,3,1,4,3,0,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
P_14,0,1,4,4,0,1,0,4,3,0,0,2,1.666666667,4.166666667,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
P_15,0,0,2,3,2,0,2,3,3,0,3,2,1.666666667,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
P_16,1,4,2,1,2,2,1,4,1,2,3,4,0.8333333333,3.333333333,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
P_17,1,3,3,2,3,2,1,0,4,0,4,3,1.666666667,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0
P_18,2,3,2,1,4,1,1,1,2,2,2,3,3.333333333,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
P_19,2,4,2,0,2,1,1,4,3,2,2,4,0.8333333333,4.166666667,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1
P_20,1,2,2,1,1,0,0,0,1,1,1,1,5,1.666666667,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1
P_21,2,3,3,2,2,1,1,3,4,1,3,1,0.8333333333,5,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0
P_22,0,0,4,0,0,0,1,1,2,2,4,4,0.8333333333,0.8333333333,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
P_23,1,1,1,4,3,1,2,4,3,1,1,0,0,2.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1
P_24,2,4,3,0,4,1,0,2,2,2,4,4,0,4.166666667,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0
P_25,0,3,3,3,0,0,1,0,2,1,4,4,0,5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
P_26,0,3,0,1,3,1,2,4,0,2,4,3,2.5,1.666666667,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
P_27,0,4,2,2,0,0,0,0,1,2,0,4,2.5,0.8333333333,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
P_28,0,1,0,2,1,1,1,3,1,2,4,0,5,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P_29,0,4,2,3,0,0,0,2,4,1,2,0,0,0.8333333333,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1
P_30,0,1,0,1,2,0,0,1,1,0,0,4,5,2.5,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
